Title,Alternative Title,Description,Language,Publisher,Genre,Subject,Temporal Coverage,Date Range,Solr Year,Date Issued,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Identifier,Slug,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
"Land Survey Map: Cherokee County, Iowa; 93N 42W","Iowa land survey map of t093n, r042w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1856,[1853 TO 1856],1853,1853,"Cherokee County, Iowa|Iowa","-95.8594829, 42.82234552, -95.74006553, 42.90976402",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1624,6eddf28b-0fa9-4fbc-968c-89d18252aa03,6eddf28b-0fa9-4fbc-968c-89d18252aa03,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: O'Brien County, Iowa; 94N 41W","Iowa land survey map of t094n, r041w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1856,[1853 TO 1856],1853,1853,"O'Brien County, Iowa|Iowa","-95.74167695, 42.90965427, -95.62302723, 42.99754852",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1576,4fa8ed41-893e-4acc-a174-7e0101431977,4fa8ed41-893e-4acc-a174-7e0101431977,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: O'Brien County, Iowa; 94N 42W","Iowa land survey map of t094n, r042w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1856,[1853 TO 1856],1853,1853,"O'Brien County, Iowa|Iowa","-95.85981912, 42.90916888, -95.74102636, 42.99722338",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1625,98816365-821d-4bf6-90c4-aea25f1a1361,98816365-821d-4bf6-90c4-aea25f1a1361,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: O'Brien County, Iowa; 95N 41W","Iowa land survey map of t095n, r041w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1856,[1853 TO 1856],1853,1853,"O'Brien County, Iowa|Iowa","-95.74227885, 42.99709602, -95.62377571, 43.08455698",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1577,d9288f27-f8e7-4d00-95c7-df45ce5ab9d3,d9288f27-f8e7-4d00-95c7-df45ce5ab9d3,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: O'Brien County, Iowa; 96N 41W","Iowa land survey map of t096n, r041w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1856,[1853 TO 1856],1853,1853,"O'Brien County, Iowa|Iowa","-95.7425095, 43.08425462, -95.62396066, 43.17161109",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1578,03a45cc4-ecc3-429f-9490-c617af4d7cb1,03a45cc4-ecc3-429f-9490-c617af4d7cb1,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: O'Brien County, Iowa; 95N 40W","Iowa land survey map of t095n, r040w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1857,[1853 TO 1857],1853,1853,"O'Brien County, Iowa|Iowa","-95.62429462, 42.99610328, -95.50492226, 43.08457312",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1541,7f7a141f-938d-4237-aaf0-340d6ec85013,7f7a141f-938d-4237-aaf0-340d6ec85013,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: O'Brien County, Iowa; 95N 42W","Iowa land survey map of t095n, r042w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1857,[1853 TO 1857],1853,1853,"O'Brien County, Iowa|Iowa","-95.86030864, 42.99665208, -95.74159017, 43.08425462",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1626,ee7ff9ce-d357-4444-ac7a-3c27e4349572,ee7ff9ce-d357-4444-ac7a-3c27e4349572,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: O'Brien County, Iowa; 96N 40W","Iowa land survey map of t096n, r040w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1857,[1853 TO 1857],1853,1853,"O'Brien County, Iowa|Iowa","-95.6242792, 43.08435696, -95.50538109, 43.17138578",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1542,ec96d74f-e19e-4266-8bfe-d6dec7bc991b,ec96d74f-e19e-4266-8bfe-d6dec7bc991b,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: O'Brien County, Iowa; 96N 42W","Iowa land survey map of t096n, r042w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1857,[1853 TO 1857],1853,1853,"O'Brien County, Iowa|Iowa","-95.86160683, 43.0836342, -95.74214132, 43.17166226",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1627,48412efc-8c24-42d9-9a02-21fa2085063e,48412efc-8c24-42d9-9a02-21fa2085063e,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Palo Alto County, Iowa; 97N 34W","Iowa land survey map of t097n, r034w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1857,[1853 TO 1857],1853,1853,"Palo Alto County, Iowa|Iowa","-94.91384546, 43.16893296, -94.79691153, 43.25530858",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1331,466547d1-934b-4289-bd03-ab5ca15c79bb,466547d1-934b-4289-bd03-ab5ca15c79bb,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: O'Brien County, Iowa; 97N 42W","Iowa land survey map of t097n, r042w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1857,[1853 TO 1857],1853,1853,"O'Brien County, Iowa|Iowa","-95.86239078, 43.17125625, -95.7425095, 43.25808167",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1628,f29e29e1-d43c-4bdd-82cd-70fd3acb6688,f29e29e1-d43c-4bdd-82cd-70fd3acb6688,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Sioux County, Iowa; 97N 43W","Iowa land survey map of t097n, r043w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1857,[1853 TO 1857],1853,1853,"Sioux County, Iowa|Iowa","-95.98076429, 43.17125905, -95.86160683, 43.25785738",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1663,3dd77dfc-d407-48b1-b2da-2ab6fed85c99,3dd77dfc-d407-48b1-b2da-2ab6fed85c99,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Sioux County, Iowa; 97N 44W","Iowa land survey map of t097n, r044w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1857,[1853 TO 1857],1853,1853,"Sioux County, Iowa|Iowa","-96.09827504, 43.17141839, -95.9800165, 43.25881313",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1696,556dfdd3-bb35-4c83-b74c-7f73e889efd8,556dfdd3-bb35-4c83-b74c-7f73e889efd8,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Sioux County, Iowa; 97N 47W","Iowa land survey map of t097n, r047w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1857,[1853 TO 1857],1853,1853,"Sioux County, Iowa|Iowa","-96.45191103, 43.17056021, -96.33337499, 43.25875574",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1756,56cbeba7-7467-4d58-a28f-486ad8925e0c,56cbeba7-7467-4d58-a28f-486ad8925e0c,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Sioux County, Iowa; 97N 48W","Iowa land survey map of t097n, r048w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1853-1857,[1853 TO 1857],1853,1853,"Sioux County, Iowa|Iowa","-96.57162173, 43.17057787, -96.45032429, 43.26023594",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1771,945a5b12-b0d6-4626-8fa7-29b00d62fdaf,945a5b12-b0d6-4626-8fa7-29b00d62fdaf,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Pocahontas County, Iowa; 92N 32W","Iowa land survey map of t092n, r032w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Pocahontas County, Iowa|Iowa","-94.67908733, 42.73259656, -94.56048263, 42.82055157",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1253,1d1b9a39-bf19-407c-829a-e2307b9f0e66,1d1b9a39-bf19-407c-829a-e2307b9f0e66,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Pocahontas County, Iowa; 92N 33W","Iowa land survey map of t092n, r033w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Pocahontas County, Iowa|Iowa","-94.79725643, 42.73245408, -94.6787398, 42.82051259",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1291,2fb6c31f-be4d-4895-b231-3a5b554a9aad,2fb6c31f-be4d-4895-b231-3a5b554a9aad,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Pocahontas County, Iowa; 93N 31W","Iowa land survey map of t093n, r031w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Pocahontas County, Iowa|Iowa","-94.56091965, 42.81963064, -94.44272423, 42.9089748",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1219,77536e95-1d74-462c-ab83-2b91d98095e0,77536e95-1d74-462c-ab83-2b91d98095e0,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Pocahontas County, Iowa; 93N 32W","Iowa land survey map of t093n, r032w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Pocahontas County, Iowa|Iowa","-94.67906004, 42.82040036, -94.56034251, 42.90906371",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1254,f6f008ca-77fe-43c1-8c20-c0818f136d3b,f6f008ca-77fe-43c1-8c20-c0818f136d3b,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Pocahontas County, Iowa; 93N 33W","Iowa land survey map of t093n, r033w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Pocahontas County, Iowa|Iowa","-94.79725643, 42.82029036, -94.67860186, 42.90921821",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1292,09d0ee00-c6da-4f41-a382-76feab8ac59f,09d0ee00-c6da-4f41-a382-76feab8ac59f,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Hancock County, Iowa; 94N 25W","Iowa land survey map of t094n, r025w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Hancock County, Iowa|Iowa","-93.85262363, 42.90792297, -93.73402671, 42.99514596",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1002,b11fb65d-8f97-4034-bd8a-2a6503416e68,b11fb65d-8f97-4034-bd8a-2a6503416e68,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Palo Alto County, Iowa; 94N 31W","Iowa land survey map of t094n, r031w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Palo Alto County, Iowa|Iowa","-94.56062356, 42.90806868, -94.44283126, 42.99518911",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1220,362b8959-e116-4012-9aaa-687684fd2f0d,362b8959-e116-4012-9aaa-687684fd2f0d,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Palo Alto County, Iowa; 94N 32W","Iowa land survey map of t094n, r032w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Palo Alto County, Iowa|Iowa","-94.67865336, 42.90886162, -94.56048145, 42.99523144",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1255,e543300e-a669-48e3-bd64-eecadf84cf4f,e543300e-a669-48e3-bd64-eecadf84cf4f,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Palo Alto County, Iowa; 94N 33W","Iowa land survey map of t094n, r033w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Palo Alto County, Iowa|Iowa","-94.79704323, 42.908857, -94.67844897, 42.99531844",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1293,81120b97-64d4-49fd-b50e-b45229953bf3,81120b97-64d4-49fd-b50e-b45229953bf3,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Hancock County, Iowa; 95N 25W","Iowa land survey map of t095n, r025w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Hancock County, Iowa|Iowa","-93.85247199, 42.99499062, -93.73373043, 43.08332039",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1003,2332c66a-de25-45d9-a05c-044525c9432f,2332c66a-de25-45d9-a05c-044525c9432f,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Palo Alto County, Iowa; 95N 31W","Iowa land survey map of t095n, r031w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Palo Alto County, Iowa|Iowa","-94.56080143, 42.99486297, -94.44248036, 43.08322476",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1221,cdd0b92f-112c-41f3-bf6d-bba0d7838667,cdd0b92f-112c-41f3-bf6d-bba0d7838667,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Palo Alto County, Iowa; 95N 32W","Iowa land survey map of t095n, r032w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Palo Alto County, Iowa|Iowa","-94.67906345, 42.99500507, -94.56052641, 43.08322548",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1256,0ac6e62a-2146-4ba9-9cec-719c831ce464,0ac6e62a-2146-4ba9-9cec-719c831ce464,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Palo Alto County, Iowa; 96N 32W","Iowa land survey map of t096n, r032w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Palo Alto County, Iowa|Iowa","-94.67895226, 43.08310344, -94.56023693, 43.16934104",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1257,070e7ea3-1387-47b7-ada0-3ad3121de948,070e7ea3-1387-47b7-ada0-3ad3121de948,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Palo Alto County, Iowa; 96N 33W","Iowa land survey map of t096n, r033w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Palo Alto County, Iowa|Iowa","-94.79727334, 43.08293909, -94.67878553, 43.16937576",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1295,960985c9-7d21-4f10-beb9-0cccdb9bb031,960985c9-7d21-4f10-beb9-0cccdb9bb031,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
"Land Survey Map: Hancock County, Iowa; 97N 25W","Iowa land survey map of t097n, r025w","Part of a set of digitized microfilm of manuscript maps of Iowa townships. Individual maps in the set may include: Native American villages and fields; the first farmsteads, town sites and fields established by settlers; networks of trails; distribution of rivers, woods, prairies, wetlands and springs; and survey data such as creator, date created, and date accepted.",English,United States Surveyor General,Maps,Planning and Cadastral,1854-1854,[1854 TO 1854],1854,1854,"Hancock County, Iowa|Iowa","-93.85210528, 43.16912999, -93.73348003, 43.25556257",Image,Image,JPEG,https://digital.lib.uiowa.edu/islandora/object/ui:glo_1005,c2b5d48b-708f-4b18-a5bf-9cb1337adf27,c2b5d48b-708f-4b18-a5bf-9cb1337adf27,Iowa,03d-03,03d-03,Active,Manual,8/31/2020,Public,"Material in the public domain. No restrictions on use. For  more information, contact the University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/maps/contact.",FALSE,FALSE
